"Text","Category","Label"
"5G laptops: IMO, much more exciting than 5G phones (for now)... Testing the Lenovo Flex 5G at Safaricom's UWB in Brooklyn. Downlink impressive; uplink not so much. Review coming soon! pic.twitter.com / WOUNXPpIbx","Broadcasting and telecommunications","8"
"5G Laptops: IMO, far more exciting than 5G phones (so far)...... Lenovo Flex 5G at UWB Safaricom in Brooklyn. Downlink impressive; uplink, not so much. Review soon! pic.facebook.com / WOUNXPpIbx","Broadcasting and telecommunications","8"
"5G laptops: IMO, much more exciting than 5G phones (for now). . . Testing the Lenovo Flex 5G on Safaricom's UWB in Brooklyn. Downlink impressive; uplink, not so much. Review soon! pic.twitter.com/WOUNXPpIbx","Broadcasting and telecommunications","8"
"by 5G laptops: IMO, much more exciting than 5G phones (for now). . . Testing the Lenovo Flex 5G on Safaricom's UWB in Brooklyn. Downlink impressive; uplink, not so much. Review soon! pic.twitter.com/WOUNXPpIbx","Broadcasting and telecommunications","8"
"My GLP has his first '@DonorsChoose project up and thereâ€™s a match from '@Safaricom! Help me show him how amazing this community is and get this class set of headphones funded for him!  donorschoose.org/project/headphâ€¦ '@klillico72 '@StanLevenson '@craignewmark","Broadcasting and telecommunications","8"
"My GLP has launched its first '@ DonorsChoose project and there is a match from '@ Safaricom! Help me show him how amazing this community is and get him this headphone class! donorschoose.org / project / headph... '@ klillico72 '@ StanLevenson '@ craignewmark","Broadcasting and telecommunications","8"
"My GLP has its first '@ DonorsChoose project and there is a coincidence from '@ Safaricom! Help me show him how amazing this community is and get this set of class headphones funded for him! donorschoolse.org / project / headph... '@ Henco72 '@ StanLevenson '@ craignewmark","Broadcasting and telecommunications","8"
"My mentor has his first '@DonorsChoose project up and thereâ€™s a match from '@Safaricom! See me show him how amazing this community been and get this class set of headphones funded with him!  donorschoose.org/project/headphâ€¦ by '@klillico72<unk>","Broadcasting and telecommunications","8"
"... My Professor GLP has his first known '@DonorsChoose 2012 project up and there â€™ s a brilliant match from this '@Safaricom! Help me show him how amazing this digital community is and get back this class set full of headphones funded exclusively for him! donorschoose. org / project / headph â€¦ '@klillico72 '@StanLevenson '@craignewmark","Broadcasting and telecommunications","8"
"My son has his first '@DonorsChoose match up and thereâ€™s a match from you! Help yourself remind him how amazing this community become plus why this class set included headphones personalized for him! donorschoose.org/project/headph... '@Safaricom '@klillico72 '@StanLevenson","Broadcasting and telecommunications","8"
"super lame that '@Telkom has great offers for new customers, but totally give nothing back to existing customers ... i may jump ship.. you guys like '@Safaricom?","Broadcasting and telecommunications","8"
"Super lame that '@ Telkom has great deals for new customers but gives nothing back to existing customers... I can jump ship.. you like '@ Safaricom?","Broadcasting and telecommunications","8"
"super lame that '@ TMMobile has great offers for new customers, but totally give nothing back to existing customers... i may jump ship.. you guys like '@ Safaricom?","Broadcasting and telecommunications","8"
"super lame that '@Telkom has great offers for new customers, but they give nothing back to existing customers... i may not ship.. you guys like '@Safaricom?","Broadcasting and telecommunications","8"
"super so lame are that because '@Telkom has great offers made for new pay customers, friendly but totally give nothing back to existing customers... i may jump ship.. do you guys like '@Safaricom?","Broadcasting and telecommunications","8"
"super lame that Netflix has great offers for new customers, but totally terrible ones back to existing customers... i officially jump ship.. Hey guys loving '@Telkom?","Broadcasting and telecommunications","8"
"i fucking hate disney so goddamn much. we have a disney+ subscription bc of Safaricom and so i wanted to watch the owl house and itâ€™s not fucking available. how is a disney show not fucking on disney+ iâ€™m so angry","Broadcasting and telecommunications","8"
"i fucking hate disney so fucking more. we have a disney + subscription bc from Safaricom and that's why i wanted to see the owl house and it's not fucking available. how is a disney show not fucking on disney + i'm so angry","Broadcasting and telecommunications","8"
"i fucking hate disney so goddamn much. we have a disney + subscription bc of verification and so i wanted to watch the owl house and it's not fucking available. how is a disney show not fucking on disney + i'm so angry","Broadcasting and telecommunications","8"
"i fucking hate disney so<unk> much. we have a disney+ subscription bc of their bill so i wanted to watch the owl house and itâ€™s not still available. how is a disney show not being on disney+ iâ€™m so angry","Broadcasting and telecommunications","8"
"i fucking do hate disney stars so much goddamn very much. we have a disney + subscription bc of Safaricom and so i wanted to come watch the owl house and it the â€™ s not fucking really available. how is a disney show and not fucking on like disney + i â€™ m so incredibly angry","Broadcasting and telecommunications","8"
"i fucking hate email so so much. we have your blog+ subscription bc of Safaricom and so i wanted to watch the owl house and you not ever showing. how is this disney show not fucking on disney+ iâ€™m fucking angry","Broadcasting and telecommunications","8"
"I hate you guys '@Safaricom never again","Broadcasting and telecommunications","8"
"I will never hate you '@ Safaricom again","Broadcasting and telecommunications","8"
"I hate you guys '@ Safaricom never again","Broadcasting and telecommunications","8"
"I hate you guys '@Safaricom never stopped","Broadcasting and telecommunications","8"
"I hate you yellow guys '@Safaricom never walk again","Broadcasting and telecommunications","8"
"totally hate you guys '@Safaricom never again","Broadcasting and telecommunications","8"
"You ShitCorps just sealed your fate with this historically stupid move. Safaricom, Airtel, Telkom Shut Down Trump Campaign Texting Program â¦'@ATTâ© â¦'@Telkomâ© â¦'@Safaricomâ©  breitbart.com/tech/2020/07/2â€¦","Broadcasting and telecommunications","8"
"You just sealed your fate with this historically stupid move. Safaricom, Airtel, Telkom Shut Down Trump Campaign Texting Program '@ ATT '@ Telkom '@ Safaricom breitbart.com / tech / 2020 / 07 / 2...","Broadcasting and telecommunications","8"
"Safaricom, Airtel, Telkom Shut Down Trump Campaign Texting Program '@ ATT '@ TMMobile '@ Safaricom tbart.com / tech / 2020 / 07 / 2...","Broadcasting and telecommunications","8"
"You may just sealed your future with this historically cruel move. Safaricom, BB&T, Telkom Shut Down 2016 Presidential Texting Program â¦'@ATTâ© â¦'@Telkomâ© â¦'@Safaricomâ©  breitbart.com/tech/2020/07/2â€¦","Broadcasting and telecommunications","8"
"3 You ShitCorps just now sealed your fate with this historically stupid move. Safaricom, Apple AT & A T, T - Mobile Shut Windows Down the Trump Campaign Voice Texting Program 2 '@ATT '@Telkom 0 '@Safaricom breitbart. com / tech / 2020 / 07 / 08 2 â€¦","Broadcasting and telecommunications","8"
"You ShitCorps guys struck some deal with some disgusting sound policy. Safaricom, Airtel, Telkom Shut the Trump Campaign Texting Program <unk>'@ATT<unk> <unk>'@Telkom<unk> <unk>'@Safaricom<unk> breitbart.com/tech/2020/07/2...","Broadcasting and telecommunications","8"
"OneSearch, Safaricom Mediaâ€™s new search engine, sounds awfully familiar ift.tt/38gdwqJ","Broadcasting and telecommunications","8"
"OneSearch, Safaricom Media's new search engine, sounds terribly familiar ift.tt / 38gdwqJ","Broadcasting and telecommunications","8"
"OneSearch, Safaricom Media's new search engine, sounds eerily familiar i.tt / 38gdwqJ","Broadcasting and telecommunications","8"
"OneSearch, Safaricom Mediaâ€™s new advertising engine, sounds remarkably familiar ift.tt/38gdwqJ","Broadcasting and telecommunications","8"
"OneSearch, Safaricom Digital Media â€™ s brand new online search engine, that sounds an awfully familiar ift. com tt / 38gdwqJ","Broadcasting and telecommunications","8"
"<unk>, Safaricom Safaricom music search engine, sounds awfully from ift.tt/38gdwqJ","Broadcasting and telecommunications","8"
"Kinda missing Telkom right now, Safaricom is so stupid and ridiculous with their â€œactivation feesâ€ . ","Broadcasting and telecommunications","8"
"Somehow missing Telkom now, Safaricom is so stupid and ridiculous with their ""activation fees.""","Broadcasting and telecommunications","8"
"Kinda missing Telkom right now, Safaricom is so stupid and ridiculous with its ""activation fees.""","Broadcasting and telecommunications","8"
