id,tender-title,tender-ref_No,contract_amount,contract_code,contract_status,created_at,expected_completion_date,month,org_name,pin_number,supplier_name,tender_award_date,type,updated_at,year
370,supply of bottled drinking water in 18.9 l can,KPC/PU/021M/2018-2019,"2,088,000.00",BQNNYEOX,Ongoing,2019-03-11 11:49:43,2019-04-04,Jan,Kenya Pipeline Company,A008545159H,uniah ventures,2019-01-29,State Corporation,0 Days,2019
371,supply and delivery of office stationery,RFQ NO. 702495 / 2018-2019,"844,991.00",VLWYM7,Active,2019-04-02 11:49:57,2019-05-02,Apr,The National Treasury and Planning,A006752346X,world point suppliers,2019-01-29,Ministry,28 Days,2019
372,supply and delivery of pesticides for locusts control,TCG/F&P/58/ 2018-2019,"28,650,000.00",CRLV9DI8,Ongoing,2019-03-12 9:26:47,2019-03-29,Jan,Turkana,P051604899X,elton designs limited,2019-01-29,County,0 Days,2019
373,"supply & delivery of assorted estate materials e.g. hardware, plumbing...",RU/REG/A22/18-20,"6,000.00",IZYZMTLE,Ongoing,2019-02-07 18:02:20,2019-02-14,Jan,Rongo University,A004530270M,labrana enterprises,2019-01-29,Public Universities,0 Days,2019
374,"supply & delivery of assorted estate materials e.g. hardware, plumbing...",RU/REG/A22/18-20,"82,436.00",WPDTHKRV,Ongoing,2019-02-07 18:05:16,2019-02-14,Jan,Rongo University,A004530270M,labrana enterprises,2019-01-29,Public Universities,0 Days,2019
375,"supply & delivery of assorted estate materials e.g. hardware, plumbing...",RU/REG/A22/18-20,"216,200.00",OCU9SGSJ,Ongoing,2019-02-07 18:07:26,2019-02-14,Jan,Rongo University,A004530270M,labrana enterprises,2019-01-29,Public Universities,0 Days,2019
376,"supply & delivery of assorted estate materials e.g. hardware, plumbing...",RU/REG/A22/18-20,"211,000.00",5F2LEAWS,Ongoing,2019-02-07 18:09:35,2019-02-14,Jan,Rongo University,A004530270M,labrana enterprises,2019-01-29,Public Universities,0 Days,2019
377,"supply & delivery of assorted estate materials e.g. hardware, plumbing...",RU/REG/A22/18-20,"100,900.00",E5M37MZZ,Ongoing,2019-02-07 18:11:10,1970-01-01,Jan,Rongo University,A004530270M,labrana enterprises,2019-01-29,Public Universities,0 Days,2019
378,purchase of library books,KarU/RT/004/Lib/2018-2019,"2,870,246.00",CEV7TGSY,Ongoing,2019-02-07 11:12:11,2019-05-16,Jan,Karatina University,P051224752Z,hinesh trading limited,2019-01-29,Public Universities,1 Months,2019
379,provision of venue for the review of hr guidelines,IRA/140/2018-2019,"107,100.00",Y30U8M0G,Ongoing,2019-02-05 8:57:48,2019-02-06,Jan,Insurance Regulatory Authority,P000593441R,kenya pipeline company limited,2019-01-28,State Corporation,0 Days,2019
380,"supply, delivery and pumping of clean water at ca centre",CA/PROC/RFQ/31/2018-2019,"431,520.00",OHJASSLR,Ongoing,2019-02-15 16:26:52,2019-02-28,Jan,Communications Authority of Kenya,P051657861W,dorshaq limited,2019-01-28,State Corporation,0 Days,2019
381,supply of mashinani record books,KPOSB/QT001/2019,"46,000.00",CNBIZCZ5,Ongoing,2019-02-19 8:34:52,2019-02-15,Jan,Kenya Post Office Saving Bank,P051199038G,intermass stationers & printers,2019-01-28,State Corporation,0 Days,2019
382,supply of ups and associated accessories,KPOSB/QT107/2018,"603,684.00",CUTGINZT,Ongoing,2019-02-19 9:36:28,2019-02-28,Jan,Kenya Post Office Saving Bank,P051122204B,computerways limited,2019-01-28,State Corporation,0 Days,2019
383,supply of ip telephone headsets,KPOSB/QT006/2019,"226,000.00",FW1FRMZK,Ongoing,2019-02-21 9:55:11,2019-02-28,Jan,Kenya Post Office Saving Bank,P051545518E,ace technologies  limited,2019-01-28,State Corporation,0 Days,2019
384,supply of heavy duty utility passenger vehicles to src through gok cir...,SUPPLY CIRCULAR NO.RO1/2017-2019,"99,169,675.00",M5QS4P,Active,2019-03-19 15:28:15,2019-02-28,Mar,Salaries & Remuneration Commission,P051126254X,toyota kenya limited,2019-01-28,State Corporation,0 Days,2019
385,supply of office stationery,RFQ/KTB/0068/2018-2019,"40,980.00",0CAXQKVQ,Ongoing,2019-02-05 10:46:32,2019-02-18,Jan,Kenya Tourism Board,P051560836C,lyneva enterprises limited,2019-01-28,State Corporation,0 Days,2019
386,provision of insurance brokerage services for staff medical cover,Tender No. ADC/3/2018/19,"20,967,068.00",SE9VPEU6,Ongoing,2019-02-21 8:35:46,2019-02-01,Jan,Agricultural Development Corporation,P051331128L,kenbright healthcare administrators limited,2019-01-28,State Corporation,0 Days,2019
387,supply and delivery of office stationery,RFQ/ICDC/008/2018-2019,"260,832.00",9SBNKJLB,Ongoing,2019-01-29 14:11:18,2019-02-08,Jan,ICDC,A004423121B,elioti enterprises,2019-01-28,State Corporation,0 Days,2019
388,supply and delivery of office furnitures,RFQ/ICDC/006/2019,"1,100,000.00",HWD53MDJ,Ongoing,2019-01-29 15:07:32,2019-02-13,Jan,ICDC,P051395140A,mt kenya furniture solutions limited,2019-01-28,State Corporation,0 Days,2019
389,provision of  newspaper for 1 year from february 2019-january 2020,NACOSTI/QT/39/2018-2019,"107,540.00",X94BXQ7V,Ongoing,2019-02-15 11:26:29,2020-01-31,Jan,"National Commission For Science,Technology Andinnovation",A004389581L,milton shitula agency,2019-01-28,State Corporation,9 Months,2019
390,provision of airtime,NACOSTI/QT/40/2018-2019,"303,020.00",HNTSOXBQ,Ongoing,2019-02-15 11:45:49,1970-01-01,Jan,"National Commission For Science,Technology Andinnovation",P051642830A,insuxa company limited,2019-01-28,State Corporation,0 Days,2019
391,procurement of beef,UOK/CATERING/18/19/008,"40,000.00",UPG2QIFJ,Ongoing,2019-02-11 8:47:43,2019-02-28,Jan,University of Kabianga,P051619092V,batriz company limited,2019-01-28,Public Universities,0 Days,2019
392,proposed construction of dairy unit,MUST/001/2018-2019,"5,226,352.00",BG3ONQ19,Ongoing,2019-02-20 10:54:23,2019-06-30,Jan,Meru University of Science and Technology,P051243130L,fairheads construction & water co limited,2019-01-28,Public Universities,2 Months,2019
393,"supply, delivery, installation and commissioning of mortuary refrigera...",CGN/HEALTH/192/2018-2019,"5,000,000.00",9NO1PXE9,Ongoing,2019-02-08 12:24:28,2019-02-25,Jan,Nyeri,P051377621E,fortec medix supplies limited,2019-01-28,County,0 Days,2019
394,"supply, delivery and installation of 3 parts hematology analyzers for...",CGN/HEALTH/195/2018-2019,"2,750,000.00",D13TCSFC,Ongoing,2019-02-12 12:44:17,2019-02-28,Jan,Nyeri,P051399942S,medix east africa limited,2019-01-28,County,0 Days,2019
395,supply and delivery of stationery,CGN/ALF/705001/2018-2019,"57,920.00",HPNJS66R,Ongoing,2019-02-12 13:38:39,2019-02-28,Jan,Nyeri,A006746384O,revalink general merchants,2019-01-28,County,0 Days,2019
396,printing of livestock vaccination cards,CGN/ALF/702749/2018-2019,"232,000.00",J1XASY5H,Ongoing,2019-02-13 18:14:03,2019-03-01,Jan,Nyeri,P051627473T,silver bridge holdings  limited,2019-01-28,County,0 Days,2019
397,"supply, delivery installation and commissioning of pre-vacuum electric...",CGN/HEALTH/191/2018-2019,"5,980,000.00",RSYUQE1Z,Ongoing,2019-02-15 16:11:54,2019-05-28,Jan,Nyeri,P051513508W,gerry supplies limited,2019-01-28,County,1 Months,2019
398,"supply, delivery and installation of coagulation analyzers for nyeri c...",CGN/HEALTH/193/2018-2019,"1,500,000.00",JZCXDUNE,Ongoing,2019-02-15 16:43:12,2019-02-11,Jan,Nyeri,P051509701E,penta medicals limited,2019-01-28,County,0 Days,2019
399,"supply, delivery and installation of biochemistry analyzers for six ru...",CGN/HEALTH/194/2018-2019,"1,500,000.00",GNMY1SYT,Ongoing,2019-02-18 15:46:59,2019-02-11,Jan,Nyeri,P051509701E,penta medicals limited,2019-01-28,County,0 Days,2019
400,supply of stationery,GCA/QUO/14/2018-2019,"344,024.00",WYSNI5XP,Ongoing,2019-03-14 11:31:57,2019-02-04,Jan,County Assembly Of Garissa,P051625140B,bukhari book centre limited,2019-01-28,County Assemblies,0 Days,1970
401,supply and delivery of office stationery,705232,"165,500.00",EUBIUICO,Ongoing,2019-02-18 11:18:46,2019-02-15,Jan,West Pokot,P051661739F,glowan limited,2019-01-28,County,0 Days,2019
402,purchase of sac & sba resins,PR3487,"2,035,800.00",WTYJDOWQ,Ongoing,2019-02-12 9:01:38,2019-03-05,Jan,Agro-Chemical and Food Company Limited,P051680796T,spenomatic labs and chemicas limited,2019-01-28,State Corporation,0 Days,2019
403,procurement of sophos internet traffic threat management system (ittms...,TENDER NO. EACC/40/2018-2019,"1,396,072.00",ROXDYVWN,Ongoing,2019-03-15 9:13:48,2019-03-14,Jan,Ethics and Anti-Corruption Commission,P051244515P,xtranet communications limited,2019-01-28,Commissions and Independent Offices,0 Days,2019
404,supply and delivery liquid chlorine in lots(framework contract for thr...,NCWSC/18/2018,"36,949,500.00",A0RXKGWS,Ongoing,2019-02-13 10:38:15,1970-01-01,Jan,Nairobi City Water & Sewerage Company LTD,P051505920B,junaco trading kenya limited,2019-01-28,Public Water Companies,0 Days,2019
405,provision of insurance brokerage services,NCWSC/35/2018,"48,198,500.00",AVHOOADH,Ongoing,2019-02-13 10:42:56,1970-01-01,Jan,Nairobi City Water & Sewerage Company LTD,P000597136B,clarkson insurance brokers limited,2019-01-28,Public Water Companies,0 Days,2019
406,"proposed completion of refurbishment works to the former pc’s home, mo...",TENDER NO. ODP/003/ONT/2018-2019...,"35,867,674.00",GDAZ7T,Active,2019-03-27 11:14:01,2019-07-15,Mar,Office of the Deputy President,P051332025M,miliki development company limited,2019-01-28,The Presidency,3 Months,2019
407,hire of venue and catering services during the annual performance revi...,RFQ/KeNHA/08/UE/377/2019,"600,000.00",E5CC419U,Ongoing,2019-02-15 11:59:57,1970-01-01,Jan,Kenya National Highway Authority,P000607761D,sarova hotels limited,2019-01-25,State Corporation,0 Days,2019
408,"supply, delivery and pumping of clean water at ca centre",CA/PROC/RFQ/31/2018-2019,"431,520.00",BHLYFEEG,Ongoing,2019-02-15 16:15:51,2019-02-28,Jan,Communications Authority of Kenya,P051657861W,dorshaq limited,2019-01-25,State Corporation,0 Days,2019
409,supply of return air ticket from jordan-ktb/rfq/t/0012/2018-2019,KTB/RFQ/T/0012/2018-2019,"440,900.00",W7TC2OUN,Ongoing,2019-02-20 10:26:48,2019-02-01,Jan,Kenya Tourism Board,P051449667X,attic tours and travel limited,2019-01-25,State Corporation,0 Days,2019
410,supply o freturn air ticket for 1pax from capetown-ktb/rfq/t/0002/2018...,KTB/RFQ/T/0002/2018-2019,"821,790.00",SXLR1OM5,Ongoing,2019-02-20 11:27:35,2019-02-01,Jan,Kenya Tourism Board,P051322417M,longrock tours & travel limited,2019-01-25,State Corporation,0 Days,2019
411,supply and delivery of oppo f9 smart phone,TARDA/RFQ/039/2018-2019,"35,000.00",STJFYJSF,Ongoing,2019-02-04 15:17:52,2019-01-30,Jan,Tana And Athi Rivers Development Authority,P051160560Z,neptune technologies limited,2019-01-25,State Corporation,0 Days,2019
412,"supply, delivery and installation of an integrated enterprise resource...",AWSB/KTWSP/G/07/2017,"60,000,000.00",QL5BB0,Active,2019-03-22 9:51:12,2020-02-21,Mar,Athi Water Service Board,P051169604Z,next technologies limited,2019-01-25,State Corporation,10 Months,2019
413,provision of conference facilities to review the netgep concept to be...,NETFUND/25/01/2018-2019,"97,200.00",TV2VL1XJ,Ongoing,2019-02-05 17:24:48,2019-02-01,Jan,Netfund,P051586312C,astorian grand hotel limited,2019-01-25,State Corporation,0 Days,2019
414,provision of conference facilities for a stakeholder meeting to refine...,NETFUND/25/1/2018-19,"122,500.00",VUMKFOUX,Ongoing,2019-02-26 17:45:21,2019-01-28,Jan,Netfund,P000619967Q,dhanjal investments limited,2019-01-25,State Corporation,0 Days,2019
415,"provision of transport facilities on january 29,2019 and february 1, 2...",NETFUND/25/01/2019,"30,000.00",IYMOC2DU,Ongoing,2019-02-27 10:20:14,1970-01-01,Jan,Netfund,P051132264Q,african touch safaris limited,2019-01-25,State Corporation,0 Days,2019
416,request for proposal for provision of event management services for st...,KTB/RFP/0012/2018-2019,"4,220,020.00",XQWOGPZH,Ongoing,2019-01-29 15:39:07,2019-02-01,Jan,Kenya Tourism Board,P051356098R,sunflower tents & decor limited,2019-01-24,State Corporation,0 Days,2019
417,printing and supply of business cards,HELB/RFQ/31/2018-2019,"8,450.00",5ZLBMLCH,Ongoing,2019-03-13 19:24:53,2019-04-05,Jan,Higher Education Loan Board,A009090328I,jatela general suppliers,2019-01-24,State Corporation,1 Days,2019
418,servicing of motor vehicle,DEALER,"206,149.00",OZMAURQN,Ongoing,2019-02-12 11:11:33,2019-02-09,Jan,University of Kabianga,p000629505x,bhogal's garage limited,2019-01-24,Public Universities,0 Days,2019
419,supply & delivery of toners and cartridges,RU/REG/A5/18-20,"176,320.00",1YFVY6HC,Ongoing,2019-01-29 12:17:45,2019-01-29,Jan,Rongo University,P051099534I,mfi documents solutions limited,2019-01-24,Public Universities,0 Days,2019
420,supply & delivery of toners and cartridges,RU/REG/A5/18-20,"370,000.00",JBB6G7QZ,Ongoing,2019-01-29 12:49:29,2019-02-07,Jan,Rongo University,P051595744Q,nairobi nexus limited,2019-01-24,Public Universities,0 Days,2019
421,"supply & delivery of electrical materials (youth, women & pwds)",RU/REG/A16/18-20,"14,980.00",I7I8EKHY,Ongoing,2019-02-07 18:14:51,1970-01-01,Jan,Rongo University,P051579194C,bejoy general enterprises limited,2019-01-24,Public Universities,0 Days,2019
422,"supply & delivery of electrical materials (youth, women & pwds)",RU/REG/A16/18-20,"16,150.00",UG5H6UPO,Ongoing,2019-02-07 18:21:31,2019-02-14,Jan,Rongo University,A004651194W,gaffinett trading agencies,2019-01-24,Public Universities,0 Days,2019
423,supply of fuel oil cst 125,OR 17515001,"1,937,700.00",OUJX1NG5,Ongoing,2019-02-22 11:23:57,2019-02-28,Jan,The East African Portland Cement Company,p051175014l,gulf energy limited,2019-01-23,State Corporation,0 Days,2019
424,"rewind motor,replace fan,replace bearings-18.5kw,34am",RFQ 18530270,"85,726.00",9OX0KR,Active,2019-03-20 16:08:21,2019-02-28,Mar,The East African Portland Cement Company,P051565896C,sprintex engineering services limited,2019-01-23,State Corporation,0 Days,2019
425,supply of airtime for 3rd & 4th quarter 2018-2019,CAK/RFQ/201/2018-2019,"1,050,180.00",UZMJAB0Q,Ongoing,2019-02-01 16:12:54,2019-02-08,Jan,Competition Authority of Kenya,P051564468Q,frontal international limited,2019-01-23,State Corporation,0 Days,2019
426,"supply, delivery, installation and maintenance of borehole pump",CA/PROC/RT/06/2018-2019,"1,161,500.00",KLBAUH3S,Ongoing,2019-01-29 8:45:38,2019-02-25,Jan,Communications Authority of Kenya,P051363090C,hytech solutions,2019-01-23,State Corporation,0 Days,2019
427,supply of return air ticket for 1pax from uae-ktb/rfq/t/0015/2018-2019,KTB/RFQ/T/0015/2018-2019,"280,710.00",R1SZKXCT,Ongoing,2019-02-20 11:18:25,2019-02-01,Jan,Kenya Tourism Board,P051322417M,longrock tours & travel limited,2019-01-23,State Corporation,0 Days,2019
428,proposed fencing at ting’ang’a/anmer block 7/1949(afc plots)...,AFC/AD/12.7/1/2019,"2,143,042.00",MF6WZ2H0,Ongoing,2019-02-06 8:06:14,1970-01-01,Jan,Agricultural Finance Corporation,P051523141U,skyvill enterprises limited,2019-01-23,State Corporation,0 Days,2019
429,design and printing of annual reports and financial statements,GDC/HQS/RFQ/028/2018-2019,"775,796.00",W9GZX88Z,Ongoing,2019-02-28 13:58:35,2019-03-14,Jan,Geothermal Development Company,P051329061H,the print experts limited,2019-01-23,State Corporation,0 Days,2019
430,tonners,NCA/Q/30/2018-2019,"1,565,000.00",RTKWFHTR,Ongoing,2019-03-15 16:34:19,2019-02-04,Jan,County Assembly of Nyandarua,A005049527U,timelink solutions,2019-01-23,County Assemblies,0 Days,2019
431,branded polo t-shirts,RFQ073,"200,000.00",HWOJ6KSB,Ongoing,2019-02-04 10:17:21,2019-02-01,Jan,The Kenyatta International Convention Centre,P051333865G,lusaka ventures limited,2019-01-23,State Corporation,0 Days,2019
432,supply and delivery of tonners,CLE/028/2018-2019,"502,200.00",A2TRDP4N,Ongoing,2019-02-12 17:48:48,2019-01-29,Jan,Council of Legal Education,P051344693L,tambour tech limited,2019-01-23,State Corporation,0 Days,2019
433,supply and delivery of tonners,CLE/028/2018-2019,"525,600.00",JNVIDDSP,Ongoing,2019-02-12 18:03:17,2019-01-29,Jan,Council of Legal Education,P051505487R,brukyl agencies,2019-01-23,State Corporation,0 Days,2019
434,supply of stationery,KMTC/KSM/31/18 - 19,"53,590.00",XALVJGKW,Ongoing,2019-03-14 8:52:37,2019-02-08,Jan,Kenya Medical training College,P051510476D,modak general work limited,2019-01-23,Public Colleges,0 Days,2019
435,provision of workmen injury benefit act,SASRA/07/2018-2019,"443,965.00",N6SUFPXC,Ongoing,2019-01-30 10:39:01,2020-02-17,Jan,The Sacco Societies Regulatory Authority,P000614337Q,liaison group (insurance brokers) limited,2019-01-22,State Corporation,10 Months,2019
436,supply of long life milk in 500ml,KPC/PU/027M/2018-2019,"1,725,000.00",EZRHVKSH,Ongoing,2019-03-11 14:19:35,2019-02-22,Jan,Kenya Pipeline Company,P051554311S,real deal solutions (ea) limited,2019-01-22,State Corporation,0 Days,2019
437,repair of chambers ict system,NCA/Q/29/2018-2019,"1,198,200.00",JV2ZWB7J,Ongoing,2019-03-15 16:53:52,2019-02-06,Jan,County Assembly of Nyandarua,P051382697P,umoa builders limited,2019-01-22,County Assemblies,0 Days,2019
438,servicing of motor vehicle,DEALER,"69,202.00",14WBQ4FL,Ongoing,2019-02-12 10:57:24,2019-02-09,Jan,University of Kabianga,p000629505x,bhogal's garage limited,2019-01-22,Public Universities,0 Days,2019
439,tender for the provision of consultancy services of obstacles maintena...,TENDER NO: KCAA/022/2018 -2019,"13,500,000.00",INAUNAV0,Ongoing,2019-01-23 11:51:01,2019-06-17,Jan,Kenya Civil Aviation Authority,P051519337N,crane aviation limited,2019-01-22,State Corporation,2 Months,2019
440,supply of aggregates,TQ-18538839,"180,000.00",XOUIIUFI,Ongoing,2019-02-07 10:02:11,2019-02-25,Jan,The East African Portland Cement Company,P051382003L,namubuya investments co. limited,2019-01-21,State Corporation,0 Days,2019
441,supply of sand river,OR 18510342,"200,000.00",GVSVFOC1,Ongoing,2019-02-07 10:15:58,2019-02-25,Jan,The East African Portland Cement Company,P051382003L,namubuya investments co. limited,2019-01-21,State Corporation,0 Days,2019
442,supply of reinforced bar (deformed bar)-d12,TQ-18530239,"225,000.00",8J2PYQOU,Ongoing,2019-02-07 10:27:24,2019-02-25,Jan,The East African Portland Cement Company,P051382003L,namubuya investments co. limited,2019-01-21,State Corporation,0 Days,2019
443,supply of reinforced bar (deformed bar) d8,OR- 18510342,"100,000.00",20KUZ6R4,Ongoing,2019-02-07 10:36:44,2019-02-25,Jan,The East African Portland Cement Company,P051382003L,namubuya investments co. limited,2019-01-21,State Corporation,0 Days,2019
